,Unnamed: 0,S.No,URL,Title,Description,Class,ProcessedListings
251,251,251,https://newyork.craigslist.org/mnh/hss/d/new-york-shed-tree-fence-deck-pool/7408810920.html,SHED + TREE + FENCE + DECK + POOL REMOVAL_____YARD + BASEMENT CLEAN UP (NYC Brooklyn Queens Bronx Long Island Westchester Fairfield),"TREE + SHED + FENCE + DECK + POOL REMOVAL_____YARD + BASEMENT CLEAN UP', '', 'NEW YORK JUNK FORCE-Cleanup Cleanout Removal Demolition Decontamination Service', '', 'NEW YORK JUNK FORCE is Available Anyday Anytime Anywhere.', '', 'NEW YORK JUNK FORCE has 24/7 30 MINUTE EMERGENCY RESPONSE', '', 'New York City Manhattan NYC NY', 'Brooklyn Bronx Queens Staten Island', 'Long Island Nassau County Suffolk County', 'Westchester County New York', 'Fairfield County Connecticut', 'Northern New Jersey', '', 'Gross Filth Cleanup-Feces Cleanup-Hoarder Cleanup-Mold Cleanup', '', 'Flood Water Cleanup-Sewage Cleanup-Fire Cleanup Smoke Cleanup', '', 'Trash Removal-Junk Removal-Insulation Removal-Furniture Removal', '', 'Carpet Removal-Wood Floor Removal-Tile Floor Removal-Drywall Removal', '', 'Pressure Cleaning-House Power Washing-Building Washing-Deck Washing', '', 'PLEASE CALL 24/7 for a FREE ESTIMATE and SAME DAY SERVICE', '', '24/7 FREE ESTIMATES', '24/7 REMOVAL AND CLEANING', '24/7 DEMOLITION CONTRACTOR', '24/7 EMERGENCY SAME DAY SERVICE', '', 'WE REMOVE &; WE CLEAN', '', 'TRASH REMOVAL-RUBBISH REMOVAL', '', 'JUNK REMOVAL-GARBAGE REMOVAL', '', 'YARD CLEAN UP-CONSTRUCTION DEBRIS REMOVAL', '', 'TREE REMOVAL-TREE STUMP REMOVED &; GRINDING', '', 'LEAF RAKING-LEAVES REMOVAL-BRUSH REMOVAL', '', 'FRONT YARD &; BACK YARD LANDSCAPING', '', 'ABOVE GROUND SWIMMING POOL REMOVAL', '', 'SAFE REMOVAL-SIGN REMOVAL-PIANO REMOVAL', '', 'OLD FURNITURE REMOVAL-OFFICE FURNITURE REMOVAL', '', 'SWINGSET REMOVAL-PLAYSET REMOVAL-HOT TUB REMOVAL', '', 'DECK REMOVAL-WOOD SHED REMOVING-METAL SHED REMOVAL', '', 'CHAIN LINK METAL FENCE REMOVAL-WOODEN FENCE REMOVAL', '', 'JACUZZI REMOVAL-SWING SET REMOVER-PLAY SET REMOVAL', '', 'BATT INSULATION REMOVAL-BLOWN IN INSULATION REMOVAL', '', 'FIBERGLASS INSULATION REMOVAL &; REPLACEMENT', '', 'INSULATION REPLACEMENT-INSULATION INSTALLATION SERVICE', '', 'ATTIC BASEMENT &; CRAWL SPACE INSULATION REMOVAL', '', 'CARPET REMOVAL-WOOD FLOOR REMOVAL-TILE FLOOR REMOVAL', '', 'CABINET REMOVAL-WET WALL REMOVAL-WET CEILING REMOVAL', '', 'DRYWALL REMOVAL-SHEETROCK REMOVAL-PLASTER REMOVAL', '', 'KITCHEN CABINET &; COUNTER REMOVAL-BATHROOM VANITY REMOVAL', '', 'INTERIOR DEMOLITION-EXTERIOR DEMOLITION-GUT OUT SERVICE', '', 'HOUSE DEMOLITION-COMMERCIAL BUILDING DEMOLITION SERVICE', '', 'FLOOD CLEANUP-WATER CLEAN UP-MUD CLEAN UP-URINE CLEANUP', '', 'MOLD CLEANUP-MOLD REMEDIATION-MOLD INSPECTION TESTING', '', 'ANIMAL FECES CLEANUP-RACCOON LATRINE CLEANUP-CAT CLEANUP', '', 'ANIMAL WASTE CLEAN UP SERVICE-SQUIRREL CLEANUP SERVICE', '', 'ANIMAL HOARDING CLEANING-ANIMAL DROPPINGS CLEAN UP', '', 'RODENT CLEANUP-MOUSE CLEANUP-RAT CLEANUP-MICE CLEANUP', '', 'BAT GUANO CLEAN UP-PIGEON CLEAN UP-BIRD POOP CLEAN UP', '', 'FLYING SQUIRREL FECES CLEANUP-RACOON FECES CLEAN UP', '', 'GROSS FILTH CLEAN UP-SEWAGE CLEAN UP-SLUDGE CLEAN UP', '', 'FIRE CLEANUP-SMOKE CLEANUP-SOOT CLEANER-ASH CLEANUP', '', 'CRIME SCENE CLEANUP-BLOOD CLEANUP-BODY FLUID CLEANUP', '', 'HOARDING CLEAN OUT-CLUTTER CLEAN OUT-TRASH HOARD CLEANOUT', '', 'CRAWLSPACE CLEANUP-BASEMENT CLEANING-CELLAR DIRT CLEANUP', '', 'HOME CLEAN OUT-CONDOMINIUM CLEANOUT-OFFICE CLEANOUT', '', 'ATTIC CLEANUP-GARAGE CLEANUP-BARN CLEANUP-SHED CLEANUP', '', 'INDUSTRIAL BUILDING CLEANUP-FACTORY &; WAREHOUSE CLEANUP', '', 'REAL ESTATE FORECLOSURE CLEANOUT-TENANT EVICTION CLEANOUT', '', 'APARTMENT CLEANOUT-ESTATE CLEANOUT-CONDO CLEAN OUT', '', 'WATER DAMAGE DISASTER RESTORATION-WATER EXTRACTION COMPANY', '', 'TROPICAL RAIN STORM CLEANUP-HURRICANE CLEANUP-TORNADO CLEANUP', '', 'FLOODED BASEMENTS-CELLAR FLOODING-BUILDING CARPETS FLOODS DAMAGES', '', 'TREE + SHED + FENCE + DECK + POOL REMOVAL_____YARD + BASEMENT CLEAN UP', '    '",Housekeeping and Cleaning,shed tree fenc deck pool remov yard basement clean nyc brooklyn queen bronx long island westchest fairfield tree shed fenc deck pool remov yard basement clean new york junk forc cleanup cleanout remov demolit decontamin servic new york junk forc avail anyday anytim anywher new york junk forc 24 7 30 minut emerg respons new york citi manhattan nyc ny brooklyn bronx queen staten island long island nassau counti suffolk counti westchest counti new york fairfield counti connecticut northern new jersey gross filth cleanup fece cleanup hoarder cleanup mold cleanup flood water cleanup sewag cleanup fire cleanup smoke cleanup trash remov junk remov insul remov furnitur remov carpet remov wood floor remov tile floor remov drywal remov pressur clean hous power wash build wash deck wash pleas call 24 7 estim day servic 24 7 estim 24 7 remov clean 24 7 demolit contractor 24 7 emerg day servic remov clean trash remov rubbish remov junk remov garbag remov yard clean construct debri remov tree remov tree stump remov grind leaf rake leaf remov brush remov front yard back yard landscap ground swim pool remov safe remov sign remov piano remov old furnitur remov offic furnitur remov swingset remov playset remov hot tub remov deck remov wood shed remov metal shed remov chain link metal fenc remov wooden fenc remov jacuzzi remov swing set remov play set remov batt insul remov blown insul remov fiberglass insul remov replac insul replac insul instal servic attic basement crawl space insul remov carpet remov wood floor remov tile floor remov cabinet remov wet wall remov wet ceil remov drywal remov sheetrock remov plaster remov kitchen cabinet counter remov bathroom vaniti remov interior demolit exterior demolit gut servic hous demolit commerci build demolit servic flood cleanup water clean mud clean urin cleanup mold cleanup mold remedi mold inspect test anim fece cleanup raccoon latrin cleanup cat cleanup anim wast clean servic squirrel cleanup servic anim hoard clean anim drop clean rodent cleanup mous cleanup rat cleanup mous cleanup bat guano clean pigeon clean bird poop clean fli squirrel fece cleanup racoon fece clean gross filth clean sewag clean sludg clean fire cleanup smoke cleanup soot cleaner ash cleanup crime scene cleanup blood cleanup bodi fluid cleanup hoard clean clutter clean trash hoard cleanout crawlspac cleanup basement clean cellar dirt cleanup home clean condominium cleanout offic cleanout attic cleanup garag cleanup barn cleanup shed cleanup industri build cleanup factori warehous cleanup real estat foreclosur cleanout tenant evict cleanout apart cleanout estat cleanout condo clean water damag disast restor water extract compani tropic rain storm cleanup hurrican cleanup tornado cleanup flood basement cellar flood build carpet flood damag tree shed fenc deck pool remov yard basement clean
252,252,252,https://newyork.craigslist.org/stn/hss/d/eldercarecompanionshipvery-patient/7408790871.html,ELDERÃ°Å¸Å’Â¹CAREÃ°Å¸Å’ÂºcompanionshipÃ°Å¸Å’Â¼very patient Ã°Å¸Å’Â¼caring Ã°Å¸Å’ÂºÃ°Å¸Å’ÂºÃ°Å¸Å’Âº (Si n),I will tske. Care of ur. Loved. Ones. Needs. Very. Patient experienced. Ã°Å¸Å’Â·Ã°Å¸â€™â€¢Ã°Å¸Å’Â·Ã°Å¸â€™â€¢Ã°Å¸Å’Â·Ã°Å¸â€™â€¢Ã°Å¸Å’Â·Ã°Å¸â€™â€¢Ã°Å¸Å’Â·Ã°Å¸â€™â€¢Ã°Å¸Å’Â·Ã°Å¸â€™â€¢Ã°Å¸Å’Â·Ã°Å¸Å’ÂºÃ°Å¸Å’Â·    ',Caretaker/Personal Assisitant,elder care companionship patient care n tske care ur love one need patient experienc
253,253,253,https://newyork.craigslist.org/brk/hss/d/brooklyn-housekeeping-services/7408779479.html,Housekeeping Services,Housekeeper Maid Will clean your house spotless. Satisfaction Guaranteed many satisfied clients. References Available upon request. We service Manhattan Brooklyn Queens. English Spanish Call Now    ',Housekeeping and Cleaning,housekeep servic housekeep maid clean hous spotless satisfact guarante mani satisfi client refer avail upon request servic manhattan brooklyn queen english spanish call
254,254,254,https://newyork.craigslist.org/wch/hss/d/white-plains-westchester-professional/7408776089.html,Westchester Professional Cleaning Service (White Plains),"Zip Cleaning Co. is a family owned and operated business located in the heart of White Plains. We service all of Westchester for all of your cleaning needs. ', '', 'We are insured, bonded and our cleaners are trained on 49 point checklist.', 'We specialize in:', 'Deep Cleaning', 'Post Construction Cleaning', 'Move In/Move Out Cleanings', 'Standard Cleaning', 'Recurring Cleaning (weekly, bi-weekly &; monthly)', 'Commercial Cleaning ', '', 'Visit Our Website to receive a fast and easy quote.', '', 'www.ZipCleaning.Co', '', 'Or give us a call (914)370-1305 one of our friendly office staff can assist you with any cleaning questions you may have.', '', 'WeÃ¢â‚¬â„¢re on YouTube! ', 'Here are a few videos of the services we provide: ', '', 'Deep Cleaning', 'https://youtu.be/WhcQA3Kt7g8', '', 'Standard/Recurring Cleaning: ', 'https://youtu.be/zhAOsM6Ke6g', '', '', 'We service: White Plains, Scarsdale, Purchase, Chappaqua, Hartsdale, Larchmont, Mamaroneck, Ossining, Rye, Mount Kisco, Tarrytown, Purchase, Elmsford, New Rochelle, Bronxville, Harrison, West Harrison, Armonk, Yonkers, Manhattan and the Bronx    '",Housekeeping and Cleaning,westchest profession clean servic white plain zip clean co famili own oper busi locat heart white plain servic westchest clean need insur bond cleaner train 49 point checklist special deep clean post construct clean move move clean standard clean recur clean weekli bi weekli monthli commerci clean visit websit receiv fast easi quot www zipclean co give u call 914 370 1305 one friendli offic staff assist clean question may youtub video servic provid deep clean http youtu whcqa3kt7g8 standard recur clean http youtu zhaosm6ke6g servic white plain scarsdal purchas chappaqua hartsdal larchmont mamaroneck ossin rye mount kisco tarrytown purchas elmsford new rochel bronxvil harrison west harrison armonk yonker manhattan bronx
255,255,255,https://newyork.craigslist.org/brk/hss/d/brooklyn-tv-mounting-in-all-boroughs/7409191383.html,"***Ã°Å¸â€œÂºÃ°Å¸â€ºÂ  TV MOUNTING IN ALL 5 BOROUGHS Ã°Å¸â€ºÂ Ã°Å¸â€œÂº*** (Brooklyn, Queens, Manhattan, Bronx, Staten Island)","*** 3 YEAR ANNIVERSARY OF TV INSTALLATIONS NOVEMBER 8TH. SPECIAL THANKS TO ALL OF YOU THAT HAVE LET ME SERVICE YOU Ã°Å¸â€œÂºÃ°Å¸â€ºÂ  ***', '', 'I PROVIDE ALL TOOLS AND MATERIAL INCLUDING REPLACEMENT SCREWS, ANCHORS, LASERS, POLES, DRILLS AND WALL REPATCH Ã°Å¸â€ºÂ ', '', 'MOST RECENT WORKS DISPLAYED IN THE PICTURES POSTED Ã°Å¸â€˜â€¡Ã°Å¸ÂÂ¿', '', '****TV MOUNTING PRICES****', '', '**PROVIDING A MOUNT** (OPTIONAL): $60', '', '**INSTALLATIONS**', '- 32"" - 42"" TV: $80', '- 50Ã¢â‚¬Â - 60Ã¢â‚¬Â TV: $100', '- 65"" - 70Ã¢â‚¬Â TV: $120', '- Over 70""+: $150', '', '**WIRE MANAGEMENT (OPTIONAL)**', '- Cable Raceway Wire Management: +$70', '- In-Wall Wiring: +$250', '', '**MISCELLANEOUS INSTALLATIONS**', '- Blinds/Curtain Rod: $20 Each Window', '- Small Shelf: $40', '- Take Down Already Mounted TV: $40', '- Mirror: $40', '- Soundbar: $70', '- Cable Covers By Itself: $70', '- Bed Assembly: $100', '- Dresser: $60-$120 (DEPENDING ON SIZE)', '- Desks: $60-$120', '- Build &; Mount Floating Shelf: $120', '- Fireplace: $250', '', '($20 TRAVEL FEE IF GOING OUT OF 5 BOROUGHS)', '', '', 'I have all tools necessary to do the job. ', 'Over 100+ installations completed throughout all 5 boroughs over the course of 2019 ', '', 'Feel free to contact myself Alex through call or text  ', '3478084393', '', '**AVAILABLE ANYTIME**    '","Installation, Repairs & Rennovation",tv mount 5 borough brooklyn queen manhattan bronx staten island 3 year anniversari tv instal novemb 8th special thank let servic provid tool materi includ replac screw anchor laser pole drill wall repatch recent work display pictur post tv mount price provid mount option 60 instal 32 42 tv 80 50 60 tv 100 65 70 tv 120 70 150 wire manag option cabl raceway wire manag 70 wall wire 250 miscellan instal blind curtain rod 20 window small shelf 40 take alreadi mount tv 40 mirror 40 soundbar 70 cabl cover 70 bed assembl 100 dresser 60 120 depend size desk 60 120 build mount float shelf 120 fireplac 250 20 travel fee go 5 borough tool necessari job 100 instal complet throughout 5 borough cours 2019 feel contact alex call text 3478084393 avail anytim
256,256,256,https://newyork.craigslist.org/brx/hss/d/new-rochelle-experienced-wallpaper/7408746281.html,"Experienced Wallpaper Hanger - Wallpaper Hanging, Wallpaper Removal (BEST PRICE IN New York Ã°Å¸â€œÅ¾ (929) 800-8853)","My name is Alex and I am an experienced wallpaper hanger in New York and its suburbs!', '', ""I have over 20 years of experience and a long list of customers who keep using my services over and over again not only for my prices but my RESPONSIBILITY. Don't wait any longer and call me at: (929) 800-8853"", '', 'I can do wallpaper installation, wallpaper removal, surface preparation, plastering the walls, and fixing the racks. I work with wall coverings of any sizes and types. Also, I do murals hanging, grasscloth, vinyl, peel-off wallpapers and other types, you name it.', '', 'Bronx, Queens, Yonkers, Mt. Vernon, New Rochelle, Larchmont, Mamaroneck, Harrison, Rye, Port Chester, Pelham, Eastchester, Bronxville, Scarsdale, White Plains, and Lower Westchester Co., NYC, Manhattan, Astoria Bayside Far Rockaway NY Fairfield County CT New Jersey,  Nassau County, Suffolk County, Westchester County, New York, Fairfield County, Connecticut, Northern New Jersey    '",Painting & Wall paper,experienc wallpap hanger wallpap hang wallpap remov best price new york 929 800 8853 name alex experienc wallpap hanger new york suburb 20 year experi long list custom keep use servic price respons wait longer call 929 800 8853 wallpap instal wallpap remov surfac prepar plaster wall fix rack work wall cover size type also mural hang grasscloth vinyl peel wallpap type name bronx queen yonker mt vernon new rochel larchmont mamaroneck harrison rye port chester pelham eastchest bronxvil scarsdal white plain lower westchest co nyc manhattan astoria baysid far rockaway ny fairfield counti ct new jersey nassau counti suffolk counti westchest counti new york fairfield counti connecticut northern new jersey
257,257,257,https://newyork.craigslist.org/brx/hss/d/bronx-housekeeper-assistant/7408723009.html,housekeeper/Assistant (Bronx),"Hi , My name is Iris IÃ¢â‚¬â„¢m from Germany, IÃ¢â‚¬â„¢m 55 years young I speak English and German both fluently and written. I am reliable, hard-working, learn quickly, I work well with others, and IÃ¢â‚¬â„¢m a very friendly and confident that I can get the job done. I have taken care of elderly this includes giving showers distributing their medicine, Cleaning and lots more. IÃ¢â‚¬â„¢ve also cleaned furnished and unfurnished houses IÃ¢â‚¬â„¢m very good at it. I have also worked as a receptionist I am a very friendly person. IÃ¢â‚¬â„¢m open to any questions you might have.', 'Willing to relocate: Anywhere    '",Housekeeping and Cleaning,housekeep assist bronx hi name iri germani 55 year young speak english german fluentli written reliabl hard work learn quickli work well other friendli confid get job done taken care elderli includ give shower distribut medicin clean lot also clean furnish unfurnish hous good also work receptionist friendli person open question might will reloc anywher
258,258,258,https://newyork.craigslist.org/mnh/hss/d/new-york-insulation-rat-feces/7408698226.html,INSULATION & RAT FECES REMOVAL===BASEMENT ATTIC CLEANUP===JUNK REMOVAL (NYC Brooklyn Queens Bronx Long Island Westchester Fairfield),"INSULATION &; MICE FECES REMOVAL==BASEMENT ATTIC CLEAN UP==JUNK REMOVAL', '', 'NEW YORK SERVICE CO-Removal Cleaning Decontaminating Sanitizing Demolition Service', '', 'NEW YORK SERVICE CO has 24/7 DISASTER CLEANUP SERVICE.', '', 'NEW YORK SERVICE CO has 24/7 30 MINUTE EMERGENCY RESPONSE.', '', 'Hoarder Cleanup-Feces Cleanup-Filth Cleanup-Flood Cleanup-Fire Cleanup', '', 'Junk Removal-Carpet Removal-Insulation Removal-Furniture Removal', '', 'PLEASE CALL 24/7 for SAME DAY SERVICE in NEW YORK NEW JERSEY &; CONNECTICUT.', '', 'New York City-Manhattan-Brooklyn-Queens NY', ' NYC-Staten Island-Bronx-Westchester County NY', ' Long Island-Nassau County-Suffolk County NY', ' Fairfield County CT Northern New Jersey NJ', ' Bayside-Astoria-Flushing-Queens Village NY', ' Yonkers-Scarsdale-Mt Vernon-White Plains NY', ' Harrison-Hartsdale-New Rochelle-Port Chester NY', ' Mamaroneck-Larchmont-Eastchester-Rye Brook NY', ' Great Neck-Glen Cove-Oyster Bay-Manhasset NY', ' Montauk-East Hampton-Sag Harbor-Sands Point NY', ' Bridgehampton-Southampton-Hampton Bays NY', ' Islip-Babylon-Merrick-Massapequa-Lindenhurst NY', ' Hicksville-Huntington Station-Northport-Southold NY', ' Port Jefferson-Greenport-Mattituck-Rocky Point NY', 'And All Surrounding Cities &; Towns In NY NJ CT', '', '24/7 FREE ESTIMATES', '24/7 REMOVAL AND CLEANING', '24/7 DEMOLITION CONTRACTOR', '24/7 EMERGENCY SAME DAY SERVICE', '', 'WE REMOVE ANYTHING &; EVERYTHING', '', 'TRASH REMOVAL-RUBBISH REMOVAL', '', 'JUNK REMOVAL-GARBAGE REMOVAL', '', 'YARD CLEAN UP-CONSTRUCTION DEBRIS REMOVAL', '', 'TREE REMOVAL-TREE STUMP REMOVED &; GRINDING', '', 'LEAF RAKING-LEAVES REMOVAL-BRUSH REMOVAL', '', 'FRONT YARD &; BACK YARD LANDSCAPING', '', 'ABOVE GROUND SWIMMING POOL REMOVAL', '', 'SAFE REMOVAL-SIGN REMOVAL-PIANO REMOVAL', '', 'OLD FURNITURE REMOVAL-OFFICE FURNITURE REMOVAL', '', 'SWINGSET REMOVAL-PLAYSET REMOVAL-HOT TUB REMOVAL', '', 'DECK REMOVAL-WOOD SHED REMOVING-METAL SHED REMOVAL', '', 'CHAIN LINK METAL FENCE REMOVAL-WOODEN FENCE REMOVAL', '', 'JACUZZI REMOVAL-SWING SET REMOVER-PLAY SET REMOVAL', '', 'BATT INSULATION REMOVAL-BLOWN IN INSULATION REMOVAL', '', 'FIBERGLASS INSULATION REMOVAL &; REPLACEMENT', '', 'INSULATION REPLACEMENT-INSULATION INSTALLATION SERVICE', '', 'ATTIC BASEMENT &; CRAWL SPACE INSULATION REMOVAL', '', 'CARPET REMOVAL-WOOD FLOOR REMOVAL-TILE FLOOR REMOVAL', '', 'CABINET REMOVAL-WET WALL REMOVAL-WET CEILING REMOVAL', '', 'DRYWALL REMOVAL-SHEETROCK REMOVAL-PLASTER REMOVAL', '', 'KITCHEN CABINET &; COUNTER REMOVAL-BATHROOM VANITY REMOVAL', '', 'INTERIOR DEMOLITION-EXTERIOR DEMOLITION-GUT OUT SERVICE', '', 'HOUSE DEMOLITION-COMMERCIAL BUILDING DEMOLITION SERVICE', '', 'FLOOD CLEANUP-WATER CLEAN UP-MUD CLEAN UP-URINE CLEANUP', '', 'MOLD CLEANUP-MOLD REMEDIATION-MOLD INSPECTION TESTING', '', 'ANIMAL FECES CLEANUP-RACCOON LATRINE CLEANUP-CAT CLEANUP', '', 'ANIMAL WASTE CLEAN UP SERVICE-SQUIRREL CLEANUP SERVICE', '', 'ANIMAL HOARDING CLEANING-ANIMAL DROPPINGS CLEAN UP', '', 'RODENT CLEANUP-MOUSE CLEANUP-RAT CLEANUP-MICE CLEANUP', '', 'BAT GUANO CLEAN UP-PIGEON CLEAN UP-BIRD POOP CLEAN UP', '', 'FLYING SQUIRREL FECES CLEANUP-RACOON FECES CLEAN UP', '', 'GROSS FILTH CLEAN UP-SEWAGE CLEAN UP-SLUDGE CLEAN UP', '', 'FIRE CLEANUP-SMOKE CLEANUP-SOOT CLEANER-ASH CLEANUP', '', 'CRIME SCENE CLEANUP-BLOOD CLEANUP-BODY FLUID CLEANUP', '', 'HOARDING CLEAN OUT-CLUTTER CLEAN OUT-TRASH HOARD CLEANOUT', '', 'CRAWLSPACE CLEANUP-BASEMENT CLEANING-CELLAR DIRT CLEANUP', '', 'HOME CLEAN OUT-CONDOMINIUM CLEANOUT-OFFICE CLEANOUT', '', 'ATTIC CLEANUP-GARAGE CLEANUP-BARN CLEANUP-SHED CLEANUP', '', 'INDUSTRIAL BUILDING CLEANUP-FACTORY &; WAREHOUSE CLEANUP', '', 'REAL ESTATE FORECLOSURE CLEANOUT-TENANT EVICTION CLEANOUT', '', 'APARTMENT CLEANOUT-ESTATE CLEANOUT-CONDO CLEAN OUT', '', 'WATER DAMAGE RESTORATION-WATER EXTRACTION COMPANY', '', 'STORM CLEANUP-HURRICANE CLEANUP-TORNADO CLEANUP', '', 'FLOODED BASEMENTS-CELLAR FLOODING-BUILDING CARPETS FLOODS DAMAGES', '', 'INSULATION &; RAT FECES REMOVAL===BASEMENT ATTIC CLEANUP===JUNK REMOVAL    '",Housekeeping and Cleaning,insul rat fece remov basement attic cleanup junk remov nyc brooklyn queen bronx long island westchest fairfield insul mous fece remov basement attic clean junk remov new york servic co remov clean decontamin sanit demolit servic new york servic co 24 7 disast cleanup servic new york servic co 24 7 30 minut emerg respons hoarder cleanup fece cleanup filth cleanup flood cleanup fire cleanup junk remov carpet remov insul remov furnitur remov pleas call 24 7 day servic new york new jersey connecticut new york citi manhattan brooklyn queen ny nyc staten island bronx westchest counti ny long island nassau counti suffolk counti ny fairfield counti ct northern new jersey nj baysid astoria flush queen villag ny yonker scarsdal mt vernon white plain ny harrison hartsdal new rochel port chester ny mamaroneck larchmont eastchest rye brook ny great neck glen cove oyster bay manhasset ny montauk east hampton sag harbor sand point ny bridgehampton southampton hampton bay ny islip babylon merrick massapequa lindenhurst ny hicksvil huntington station northport southold ny port jefferson greenport mattituck rocki point ny surround citi town ny nj ct 24 7 estim 24 7 remov clean 24 7 demolit contractor 24 7 emerg day servic remov anyth everyth trash remov rubbish remov junk remov garbag remov yard clean construct debri remov tree remov tree stump remov grind leaf rake leaf remov brush remov front yard back yard landscap ground swim pool remov safe remov sign remov piano remov old furnitur remov offic furnitur remov swingset remov playset remov hot tub remov deck remov wood shed remov metal shed remov chain link metal fenc remov wooden fenc remov jacuzzi remov swing set remov play set remov batt insul remov blown insul remov fiberglass insul remov replac insul replac insul instal servic attic basement crawl space insul remov carpet remov wood floor remov tile floor remov cabinet remov wet wall remov wet ceil remov drywal remov sheetrock remov plaster remov kitchen cabinet counter remov bathroom vaniti remov interior demolit exterior demolit gut servic hous demolit commerci build demolit servic flood cleanup water clean mud clean urin cleanup mold cleanup mold remedi mold inspect test anim fece cleanup raccoon latrin cleanup cat cleanup anim wast clean servic squirrel cleanup servic anim hoard clean anim drop clean rodent cleanup mous cleanup rat cleanup mous cleanup bat guano clean pigeon clean bird poop clean fli squirrel fece cleanup racoon fece clean gross filth clean sewag clean sludg clean fire cleanup smoke cleanup soot cleaner ash cleanup crime scene cleanup blood cleanup bodi fluid cleanup hoard clean clutter clean trash hoard cleanout crawlspac cleanup basement clean cellar dirt cleanup home clean condominium cleanout offic cleanout attic cleanup garag cleanup barn cleanup shed cleanup industri build cleanup factori warehous cleanup real estat foreclosur cleanout tenant evict cleanout apart cleanout estat cleanout condo clean water damag restor water extract compani storm cleanup hurrican cleanup tornado cleanup flood basement cellar flood build carpet flood damag insul rat fece remov basement attic cleanup junk remov
259,259,259,https://newyork.craigslist.org/mnh/hss/d/new-york-real-deal-cleaners-hoarding/7408690492.html,"REAL DEAL CLEANERS!  HOARDING, FILTH, CLUTTER CLEANING (manhattan,brooklyn,queens,bronx,jersey,long island,fairfield)","WWW.REALDEALCLEANERS.COM', '', 'HOARDING AND CLUTTER CLEANUP', '917 348 8103', '', '', 'NO JOB IS TOO BIG OR SMALL FOR US', '', 'HOARDING CLEANUP', 'CLUTTER CLEANUP', 'GRIME AND FILTH CLEANING', 'MOVE-IN AND MOVE-OUT CLEANING', 'POST-CONSTRUCTION CLEANUP', 'JANITORIAL SERVICES', 'AFTER PARTY CLEANING', 'WALL WASHING/NICOTINE CLEANING', 'RESTAURANT CLEANING/MAINTENANCE', 'STORAGE UNIT CLEANING', 'EVICTION CLEANOUT/ ESTATE CLEANOUT', '', 'HAVE AN APARTMENT BUILDING AND NEED MAINTENANCE CLEANING?', 'CALL REAL DEAL CLEANERS!', '', '', '', 'CALL OR TEXT US ANYTIME... ', '917 348 8103    '",Housekeeping and Cleaning,real deal cleaner hoard filth clutter clean manhattan brooklyn queen bronx jersey long island fairfield www realdealclean com hoard clutter cleanup 917 348 8103 job big small u hoard cleanup clutter cleanup grime filth clean move move clean post construct cleanup janitori servic parti clean wall wash nicotin clean restaur clean mainten storag unit clean evict cleanout estat cleanout apart build need mainten clean call real deal cleaner call text u anytim 917 348 8103
260,260,260,https://newyork.craigslist.org/mnh/hss/d/new-york-google-rated-furniture/7408666954.html,4+Ã¢Â­Â GOOGLE RATED Ã°Å¸â€ºÅ’Ã°Å¸â€ºâ€¹ FURNITURE ASSEMBLY HANDYMANÃ°Å¸â€ºÂ Ã¯Â¸Â IKEA & ALL BRANDS (Chelsea),"Mr. Build It NYC specializes in building furniture from all furniture brands including popular brands like IKEA,', 'Wayfair and Overstock Ã°Å¸â€ºâ€¹Ã°Å¸â€œÂº', '', 'Our pro handyman can assemble couches, tables, lamps, tv stands, fireplaces and entertainment centers.', '', 'Whether you are moving in or out or refreshing your space with new furniture give us a call for professional assembly services.', '', 'Ã¢Ââ€žÃ¯Â¸ÂCold Weather is here which means you will be spending more time indoors.', '', 'We can make sure your living space is fun and comfortable.', '', 'Ã¢â‚¬Å“You Buy It I Build ItÃ¢â‚¬Â', '', 'Proudly Servicing Brooklyn and Manhattan', '', '~Mr. Build It~ Ã°Å¸â€˜Â¨\u200dÃ°Å¸â€Â§ Is A Local Handyman based out of Brooklyn', '', 'Mr. Build It NYC', '4 + Ã¢Â­ÂÃ¢Â­ÂÃ¢Â­ÂÃ¢Â­ÂGoogle Rated Small Business', '', 'HANDYMAN SERVICES INCLUDE', 'Ã¢â‚¬Â¢ Furniture Assembly and Disassembly', '', 'Home - Office - Business', '', 'Please provide a description of the service you need for accurate pricing', '', 'Tel: 917-769-7040', 'Email: mrbuilditnyc@gmail.com', 'Website: http://mrbuilditnyc.business.site', 'Instagram: mrbuilditnyc', '', 'CASH/CHECK ACCEPTED', '', 'HOURS OF OPERATION (7 DAYS A WEEK) Noon-11PM    '",Handyman & General Services,4 googl rate furnitur assembl handyman ikea brand chelsea mr build nyc special build furnitur furnitur brand includ popular brand like ikea wayfair overstock pro handyman assembl couch tabl lamp tv stand fireplac entertain center whether move refresh space new furnitur give u call profession assembl servic cold weather mean spend time indoor make sure live space fun comfort buy build proudli servic brooklyn manhattan mr build u200d local handyman base brooklyn mr build nyc 4 googl rate small busi handyman servic includ furnitur assembl disassembl home offic busi pleas provid descript servic need accur price tel 917 769 7040 email mrbuilditnyc gmail com websit http mrbuilditnyc busi site instagram mrbuilditnyc cash check accept hour oper 7 day week noon 11pm
